,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
7839,"@jack_phurah @RhodesMustFall last year you warned me about Rhodes must fall,fees must fall NGO @themaytrix23 same NGOs are supporting a flag",2016-07-14,POINT (28.06061305 -26.058708),2290,1,1,2,0,1.0,0.75,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
7840,Getting things ready for the beginning of the new term on Monday #school #teacher #excited @… https://t.co/GNqq31y6Xl,2016-07-14,POINT (25.5553161 -33.90756195),50,0,0,0,0,0.125,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7841,"On the #ForumAT8, we host school teacher, Artist, TV Producer and Presenter #JohanStemmet #sabcnews #AMLive https://t.co/lhJiIBtUXK",2016-07-14,POINT (27.968098050000002 -26.276138500000002),101421,4,2,2,0,0.3333333333333333,0.3055555555555556,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7842,@expressoshow loved rockin up to imaginary school in my trycycle and play teacher writing on my blackboard.,2016-07-14,POINT (27.2247944 -32.841837749999996),307,0,1,0,0,0.975,-0.975,Negative,Eastern Cape,Buffalo City,Buffalo City,34
7843,Make a decision to change your future. Apply ONLINE by 4 August. https://t.co/SFwIlokz8Z  #goals #education https://t.co/V2O3EUnWMR,2016-07-13,POINT (25.5553161 -33.90756195),28941,0,0,3,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7844,"Thought I read somewhere that NFSAS student debt is being scrapped, so much for free education https://t.co/2g7Qj07jRW",2016-07-13,POINT (28.184066 -25.75260515),683,0,0,0,1,1.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7845,Great prizes to be won at Mind the #Education Gap 14 July PMB Campus @Varsity_College https://t.co/HzJj7MBhwS,2016-07-13,POINT (30.3537815 -29.6163998),1687,1,0,0,0,0.2888888888888889,-0.2430555555555555,Negative,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
7846,"#Inequality of access to public goods like #health, #education &amp; #welfare is not ""the good society"" - @NEHAWU member #VuyisileMini School",2016-07-13,POINT (26.519740000000002 -33.2983435),3163,0,0,1,0,0.0,0.0,Neutral,Eastern Cape,Cacadu,Makana,4
7847,"84, 85, 86, 87, 88, 89, 50!!! Yep, my five year old causing me to chuckle and wonder if all the school fees money is doing the trick. 😂😂😂",2016-07-12,POINT (28.10355085 -25.9884044),7621,0,1,0,0,0.25,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
7848,@asan22538112 @SizweDhlomo @Radio702 high school education is like that. Teachers store information in ur brain until it is required,2016-07-12,POINT (27.968098050000002 -26.276138500000002),6961,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7849,"@Terrytessadams That's great news👏 Hope one student i know, also managed to write. She was affected by taxi strike.",2016-07-12,POINT (25.57926235 -33.8065285),5720,0,1,1,0,0.2333333333333333,-0.1,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,58
7850,@SkyPilotZA Is there any other SA University that scored below 73 when it comes to the quality of education they provide? @CityofJoburgZA,2016-07-12,POINT (27.968098050000002 -26.276138500000002),2016,0,0,0,0,0.7625000000000001,0.0402777777777777,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7851,More than 4000 #NMMU students could not write exams last month due to the provincial taxi strike,2016-07-12,POINT (28.10355085 -25.9884044),5246,0,0,0,0,0.65,0.3,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
7852,"#NMMU: Our main concern at present lies with the unprotected strike, since the safety and security of staff and students remains paramount.",2016-07-12,POINT (28.10355085 -25.9884044),5246,0,0,0,0,0.212962962962963,-0.0185185185185185,Negative,Gauteng,City of Johannesburg,City of Johannesburg,132
7853,#NMMU: the University is engaged in resolving the unprotected strike by its new protection service employees in order to restore normalcy,2016-07-12,POINT (28.10355085 -25.9884044),5246,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
7854,Going through norms and standards for teacher centres and Vodacom centres around SA @Vodacom @MicrosoftEduSA @UNICEF @DBE_SA @unisa,2016-07-12,POINT (27.968098050000002 -26.276138500000002),2088,0,0,0,0,0.65,0.35,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7855,I'm officially registered an ICT Education Postgraduate Student @mediauj @SchoolNetSA @MicrosoftEduSA @SABCNetwork @Lesufi @DBE_SA,2016-07-12,POINT (27.968098050000002 -26.276138500000002),2088,0,1,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7856,Attending Managing and leading education with digital technologies course at UJ #dbecentres @DBE_SA @UNICEF_SA @Vodacom,2016-07-12,POINT (27.968098050000002 -26.276138500000002),714,0,0,1,0,0.84375,-0.15625,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7857,What does Blunden have to do with the strike?! Mi I still need to go to missionvale campus to go READ &amp; then be dropped at summervillage,2016-07-12,POINT (25.5553161 -33.90756195),3621,0,1,0,0,0.3199999999999999,-0.1153125,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7858,The decision 2 Open a school door closes a prison door may our Youth invest in their education,2016-07-12,POINT (27.265743550000003 -24.9617619),1279,0,0,1,0,0.0,0.0,Neutral,Limpopo,Waterberg,Thabazimbi,8
7859,@firstcarrental @MovingInto @Bernadiav @muzishili @leteletg @markhaw school festival performance #Arts #Dance #MIDM https://t.co/jWpgkiZ36u,2016-07-12,POINT (26.519740000000002 -33.2983435),172,1,0,5,0,0.0,0.0,Neutral,Eastern Cape,Cacadu,Makana,4
7860,Before tertiary #education #students should be taught that you need #income to #pay for #expenses. https://t.co/EUJlowCHyM,2016-07-12,POINT (30.77037285 -29.77679965),109,0,0,0,0,0.3,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,8
7861,In high school I could not dance at all. In first year I practiced dance moves weekly and now I open circles at Pigs 🌻,2016-07-11,POINT (18.4241 -33.9249),4600,1,1,1,2,0.525,-0.1,Negative,Western Cape,City of Cape Town,City of Cape Town,115
7862,The school shutdown has allowed me to binge watch seasons 4 of Orange is the New Black.,2016-07-11,POINT (25.5553161 -33.90756195),299,0,0,1,1,0.95,-0.0999999999999999,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7863,"@AdvBucwa I'm not going to school tomorrow, woke up at 5am today for my 07:45 and my heart broke when I saw the protest",2016-07-11,POINT (25.5553161 -33.90756195),2130,0,1,0,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7864,"I'm not going to campus tomorrow, there's no clarity on whether there'll be a strike tomorrow too",2016-07-11,POINT (25.5553161 -33.90756195),2130,0,1,0,0,0.0666666666666666,-0.0333333333333333,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7865,Spoke to @Its_Tat_Too and we have agreed that tomorrow we shall go to campus and join the struggle!,2016-07-11,POINT (25.5553161 -33.90756195),3621,0,1,0,0,0.2888888888888889,-0.1555555555555555,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7866,I experienced racism at an Indian school. My English teacher said I was tryna be white 😩 https://t.co/Jy22j7O9DQ,2016-07-11,POINT (30.3537815 -29.6163998),26410,0,0,0,1,0.6000000000000001,0.3,Positive,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
7867,"zero chill @Rhodes_Uni Free #Education @Grahamstown Festival #Thinkfest by @markoppenheimer #np #socialcohesion 
https://t.co/cBU2iuhT6p",2016-07-11,POINT (27.968098050000002 -26.276138500000002),3182,0,0,0,0,0.612962962962963,0.0148148148148148,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7868,"what a fabulous day, day 1 of lecturer TAXC221. NWU https://t.co/fdkMqSEZeT",2016-07-11,POINT (25.6551647 -25.87331675),178,0,0,0,0,0.0,-0.2,Negative,North West,Ngaka Modiri Molema,Mafikeng,27
7869,"Apply online today!
#pnxglobal #study #campus #choice #pneumatix #psychology #theology #education https://t.co/BgA53r9rJ3",2016-07-11,POINT (18.8479084 -34.13514925),2867,1,0,1,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,100
7870,You can donate by dropping off at UJ bunting road campus SRC offices or we can arrange to meet for collection  https://t.co/M0UOzgVmba,2016-07-11,POINT (27.968098050000002 -26.276138500000002),13950,0,1,2,0,0.91,-0.78,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7871,@SiphoMjita I'm supposed to be doing registration at school but I'm spending the day wisely 😂😂😂 https://t.co/VuSeing7dz,2016-07-11,POINT (30.885689199999998 -29.97137775),827,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,85
7872,"@callum_nmmu that's hey .I have to say the fees are sky rocket , especially the postgrad residents",2016-07-11,POINT (27.87429235 -26.14271175),25632,0,0,0,0,0.1,-0.2,Negative,Gauteng,City of Johannesburg,City of Johannesburg,84
7873,"Nmmu: LLB fees R30 000 +-150 days in school = R200 a day!This year 3days suspended due to strikes = R600WHEN CAN I HAVE MY REFUND?",2016-07-11,POINT (25.5553161 -33.90756195),3621,5,1,4,4,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7874,So the strike is about students whom havnt received results because they didn't pay school fees?!,2016-07-11,POINT (25.5553161 -33.90756195),3621,0,0,0,0,0.4,0.4,Positive,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7875,"Helicopter parent, you are stressing your kids out!! #Education #StressedKids #School https://t.co/IOvRwhkKdo",2016-07-11,POINT (18.4241 -33.9249),1027,1,0,0,0,0.9,0.8,Positive,Western Cape,City of Cape Town,City of Cape Town,115
7876,What's happening with this school now .It's starting to become like WSU. What's the strike all about again ?   #NMMUSHUTDOWN,2016-07-11,POINT (27.87429235 -26.14271175),25632,1,1,1,1,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,84
7877,We will just wait until you are ready. Akere nou le dlala hard to release @unisa. Watch us pay registration fees only then leave the rest.,2016-07-11,POINT (28.10355085 -25.9884044),4219,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
7878,Or maybe you are punishing us for paying our fees a day before results can be released? 😂😂 @unisa,2016-07-11,POINT (28.10355085 -25.9884044),4219,0,0,0,0,0.5399999999999999,0.16,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
7879,"#ANCMCM, the ever so eloquent Rorisang Moseli, President of UCT SRC, a leader par excellence cc @RoriMoseli #VoteANC https://t.co/dcH1tpj94M",2016-07-11,POINT (28.184066 -25.75260515),4849,0,0,0,0,0.5,0.1822916666666666,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7880,@NathiThina keep us posted with developments at NMMU! The struggle continues!,2016-07-11,POINT (28.06061305 -26.058708),4648,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
7881,Woke up very early for my 07:45 class and when I get to school there's a strike😩,2016-07-11,POINT (25.5553161 -33.90756195),2130,0,0,0,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7882,U can donate by dropping off at UJ bunting road campus SRC offices or we can arrange to meet for collection... https://t.co/S5EIbMcWr9,2016-07-11,POINT (27.968098050000002 -26.276138500000002),13950,0,0,1,0,0.3592592592592593,0.0629629629629629,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7883,U can donate by dropping off at UJ bunting road campus SRC offices or we can arrange to meet for collection.  https://t.co/QohK2Xeh0H,2016-07-11,POINT (27.968098050000002 -26.276138500000002),13950,0,0,0,0,0.2888888888888889,-0.1555555555555555,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7884,U can donate by dropping off at UJ bunting road campus SRC offices or we can arrange to meet for collection.  https://t.co/0R0d2fT93C,2016-07-11,POINT (27.968098050000002 -26.276138500000002),13950,0,0,0,0,0.6,0.0499999999999999,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7885,U can donate by dropping off at UJ bunting road campus SRC offices or we can arrange to meet for collection. https://t.co/aALILU3pGQ,2016-07-11,POINT (27.968098050000002 -26.276138500000002),13950,1,0,0,0,0.2,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7886,Experience is a good school but the fees are high! #Quotes #MondayMotivation with #70vibeFm #2listen https://t.co/4si8UiE5Ly,2016-07-11,POINT (18.4241 -33.9249),7722,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7887,"@Ncapayi_ Oh well, at least there's a campus shutdown tomorrow so no lectures anyway.",2016-07-10,POINT (25.5553161 -33.90756195),1185,0,0,0,0,0.4546296296296296,-0.2314814814814814,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7888,@UJAPK_SRC the ladies cleaning in our res's stole my meat in the fridge. How do we solve this?,2016-07-10,POINT (27.968098050000002 -26.276138500000002),1285,1,1,1,2,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7889,We incentives will be there to improve education in the country when their kids study in overseas Universities @Brian_Gurupira @ProfJNMoyo,2016-07-10,POINT (18.4241 -33.9249),644,0,0,0,0,0.6833333333333332,-0.0583333333333333,Negative,Western Cape,City of Cape Town,City of Cape Town,115
7890,"""Education begins at home. You can't blame the school for not putting into your child what you don't put into him."" Geoffrey Holder""",2016-07-09,POINT (27.858445850000003 -28.8837293),256,0,0,1,0,0.0,0.0,Neutral,Free State,Thabo Mofutsanyane,Setsoto,15
7891,Their presence makes me hate going out of school @theone_Eleanor @UJAPK_SRC,2016-07-09,POINT (27.968098050000002 -26.276138500000002),1741,1,0,0,0,0.2,-0.3,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7892,@slo_mothelegend doing the bar dance. 😃😋😉👍👊👌💪 @ Old Mutual sports hall-UKZN https://t.co/eblORmsPm1,2016-07-09,POINT (30.97257945 -29.9006358),604,0,0,0,0,1.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
7893,Great way to end off my last USSA #Gold #CEED 🏆🏅 @ Wits Education Campus https://t.co/JBoB2HGVRS,2016-07-09,POINT (27.968098050000002 -26.276138500000002),416,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7894,So im part of a school called Academy Of Sex Engineering. As the principal i would love to announce that registration has begun. Come join😆,2016-07-08,POINT (27.968098050000002 -26.276138500000002),2149,0,0,0,0,0.0666666666666666,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7895,Apparently. The SRC at Tuks is kinda like a unicorn (read: a myth) so yea... not really. https://t.co/eY4itSCsLu,2016-07-08,POINT (27.968098050000002 -26.276138500000002),1169,0,0,0,0,0.2296296296296296,-0.2185185185185185,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7896,UKZN withholds results if 60% of fees aren't paid https://t.co/A6TU6PH3Us,2016-07-08,POINT (30.97257945 -29.9006358),1233,0,0,0,0,0.6444444444444445,0.0722222222222222,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
7897,See the potential grow. Apply ONLINE by 4 August. https://t.co/SFwIlokz8Z #NMMU #goals #education https://t.co/R3qqd1sjZf,2016-07-08,POINT (25.5553161 -33.90756195),28941,1,0,2,0,0.4569444444444445,-0.0777777777777777,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7898,Tech rehearsals yesterday. Today's the big day! #sawelcomesmodi #stage #bollywood #dance… https://t.co/v3OslpNw8r,2016-07-08,POINT (27.95745755 -26.0197197),1431,0,0,1,0,0.4,-0.45,Negative,Gauteng,City of Johannesburg,City of Johannesburg,96
7899,@unisa what should we do if we have not received a response to our applications and registration closes on the 18 July?,2016-07-08,POINT (28.06061305 -26.058708),191,0,0,0,0,0.3,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
7900,Experience is a good school but the fees are high! #Quotes #TGIF with #70vibeFm https://t.co/Eg3WlIlOY3 https://t.co/xlNS8sEaXx,2016-07-08,POINT (18.4241 -33.9249),7722,0,0,0,1,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7901,What pains me is that Italy would have beat France like a school teacher beats his students in Zimbabwe.,2016-07-07,POINT (28.06061305 -26.058708),1580,0,0,0,0,0.375,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
7902,Rhodes University withholds release of June examination results from students who have not paid more than 50 per cent of their annual fees,2016-07-07,POINT (27.968098050000002 -26.276138500000002),798024,25,2,6,9,0.5700000000000001,0.4499999999999999,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7903,@JETEdServices @Lelsey8Lelsey - low teacher content knowledge remains pervasive in SA https://t.co/on3pig96YE https://t.co/c6qarNQ2xK,2016-07-07,POINT (28.184066 -25.75260515),3905,2,0,4,0,0.3,0.2,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7904,"Health and Education are the next big tech opportunities in Africa.."" Zandile Maseko. Bringing tech &amp; social agendas together. #InnovateDBN",2016-07-07,POINT (30.97257945 -29.9006358),39522,5,0,3,0,0.3333333333333333,0.0333333333333333,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
